Feature,Pearson,Spearman,Kendall,MutualInfo,RF_Importance,Lasso_Coef,RFE_Rank
Feat_Resilient_Explorer,0.280859157060895,0.25392355739735245,0.1802096706899525,0.05310527367721818,0.06129483242340102,0.0,16
sum_weighted_score,0.2651748647230215,0.26116149722280835,0.18316546242157153,0.07668370159893012,0.002989901393207117,0.0,14
inter_obsessive_correction,0.24318635028093757,0.2316782834386076,0.16158624341986497,0.0,0.0026154895402124454,2.799087694704239e-07,51
humility_challenging,0.22301251423843663,0.18636098357488268,0.14678905184284927,0.0315166340798303,0.00259527628873305,1.0746082881683634e-07,50
inter_exploratory_brilliance,0.2017698416526967,0.17933979323387073,0.1263022133606267,0.06935255005013774,0.005275535494849533,0.0,1
score_velocity,0.1989544829979013,0.2207676629544257,0.15777981681462014,0.025788039411378527,0.004313923356171325,0.0,28
Mutant_Omega_Curiosity,0.1972487864493084,0.2151290932048109,0.15068766791182037,0.031787024109477535,0.015867195755214905,0.1141423550857459,1
Psych_Calculated_Risk,0.19487767471726491,0.19245995346828576,0.1357701385581366,0.03377835845125876,0.005056637805896835,0.0,32
struggle_ratio,0.1669902958185935,0.16297626061740758,0.1292235372325528,0.0,0.003998301575590463,1.9978838524665853e-09,59
Feat_Strategic_Growth,0.15727625787052657,0.1416887988449042,0.1015583800370307,0.02178188465189601,0.016534315901709902,0.0,1
Comp_Awareness_Limit,0.15599851413335072,0.1401314090320561,0.09863312914795527,0.09578460951353307,0.001728114276832523,0.0,1
hard_challenge_efficiency,0.14691796458516398,0.08427263315494943,0.05980960036056287,0.07568614224322534,0.016676060362654746,0.003128664106026514,4
adaptive_learning_capacity,0.1455391178242011,0.2239410443709547,0.15768276406913864,0.035268131388416,0.010898398878847873,1.080145200394466e-07,54
impulsive_help_ratio,0.12668763360028698,0.11404172846052053,0.08573990285611657,0.011816184417874798,0.005246728166036618,0.0,1
ratio_redo_success,0.1256680365012109,0.1361921963356101,0.0981092718713884,0.0,0.013439972516861227,0.0,13
Comp_GBA_AoL_Anchored,0.11154518089259811,0.19116056965151165,0.13620700292681306,0.057453812214427025,0.0028689184843202213,1.5311552677184714e-08,61
Psych_Ego_Awareness,0.10596022458399433,0.11865214855094394,0.08911855114394406,0.0,0.008161094756424448,0.0,39
Comp_Joyous_Exploration,0.09846461832722793,0.11645554661205217,0.08136002287533675,0.048721313757010165,0.008632031987412542,0.0,17
learning_adaptability,0.09843026404931056,0.0678965749824858,0.047768462086311685,0.03311166444269187,0.007760868127336011,8.804788528900603e-08,53
inter_cowardice_penalty,0.09545733850898662,0.19363305440552853,0.13694555016456372,0.0016093791252052014,0.02328924338174935,0.0,1
ratio_score_per_hint,0.09463313932164126,0.20028663614523715,0.14207959370002834,0.0,0.02229612884676746,9.370596202875798e-09,57
Psych_Deprivation_Fixation,0.09201382260533272,0.009783436273579478,0.008421108166854393,0.0,0.007260845206198234,0.0,45
Mutant_Ego_Death,0.09135776143751889,0.08784720443367769,0.062207094329173644,0.01821459056281416,0.003766763588960109,0.018713541622619942,30
grind_capacity,0.09080166330050957,0.13372457709887814,0.10914418471232466,0.0,0.0008378521722657896,0.0,33
delayed_gratification_hint,0.08558637067645707,0.10220226348413038,0.0809166767164863,0.04640246527259784,0.008625793338744253,1.412357156578598e-07,55
Mutant_AoL_Resilience,0.0850254747734896,0.24012226431981598,0.1677015079157817,0.033913455919608815,0.0018712990575511562,0.004295970151727671,41
hyper_curiosity_index,0.0815052032412776,0.0007136054913992383,0.0005878593524182202,0.07908488696558358,0.0175776156622595,0.031726973805551444,1
Feat_Ego_vs_Capacity,0.07334823300178155,0.16306351836744115,0.11491955549736597,0.0,0.0027366221732065426,0.0204445519720286,20
