Feature,Pearson,Spearman,Kendall,MutualInfo,RF_Importance,Lasso_Coef,RFE_Rank
inter_obsessive_correction,0.2451265926231744,0.21148239678310132,0.14297826228194385,0.009697635230271562,0.022213207123906117,0.05905188654042522,30
sum_weighted_score,0.24262216182565205,0.22301753753236198,0.1529189404323874,0.024287436420853847,0.001725821253414655,0.006150747659192243,1
inter_exploratory_brilliance,0.23795986394384344,0.21772061246589264,0.15234426857920655,0.020677296538967216,0.002679770344486126,5.390371320353786e-07,51
Feat_Resilient_Explorer,0.2371852524600593,0.2125758852414022,0.1460043018698409,0.0018522369248863413,0.0028009390932962775,1.421164723433121e-07,54
Mutant_Omega_Curiosity,0.2145557089213015,0.20096281169966806,0.13729150468278264,0.05328084105907793,0.013422226239407399,0.0,7
Psych_Calculated_Risk,0.20017584103466945,0.19565644498170365,0.13532275970518334,0.004626609420170791,0.0024105781287081687,0.04244761336369206,24
Feat_Strategic_Growth,0.1842695389975752,0.20233307374640688,0.1420873004831659,0.014332966436346073,0.020151866514623938,0.03156000816870873,26
score_velocity,0.17076561441776758,0.17512637631949796,0.1191840573433348,0.0,0.004131541691615214,0.1452569753253161,1
Feat_Ego_vs_Capacity,0.159913311171436,0.1835360118053064,0.12727076390574807,0.0,0.009052267461001906,6.002043103778178e-09,60
impulsive_help_ratio,0.15358029232347387,0.16184256567341757,0.11696291402265242,0.07506483471072611,0.010604780849414013,0.00539269694331947,1
inter_cowardice_penalty,0.15173573402177284,0.17840159480064796,0.12298272823285497,0.0,0.0025438945137080814,0.0,1
humility_challenging,0.135970975501029,0.1265549655198433,0.09648967769947212,0.257323023695629,0.019810636165482832,0.0,21
ratio_score_per_hint,0.13505471738608993,0.15788291015273934,0.10948798359527036,0.0,0.01317804869389746,8.790908584165023e-09,59
Comp_Joyous_Exploration,0.13241641717778618,0.13714914883694987,0.09469958675608864,0.0,0.004419099986048815,0.0,14
Psych_Ego_Awareness,0.13114739028114641,0.15009520322870157,0.1083071680508174,0.07300355104106293,0.01790532352842054,0.0,29
Mutant_AoL_Resilience,0.12402497500272247,0.20016226972375248,0.13576151444045154,0.0579689759630484,0.006878885308707156,4.094590699119344e-08,58
Comp_GBA_DS_Anchored,0.11370911910525754,0.10475855448878284,0.07090709042876471,0.0,0.011285707197106396,0.007054606925522575,32
stagnation_ratio,0.11319771738283484,0.09340036978493094,0.06777817547133512,0.0,0.007506334531247416,0.03199983171104581,1
stubbornness_index,0.10808945927578893,0.09391136841245402,0.07274899468347236,0.10896344933038904,0.0070662892897172145,0.0,9
ratio_redo_success,0.1065976959478858,0.10328433527983268,0.0728479059890192,0.09131802439516568,0.016057512960452616,0.0,4
struggle_ratio,0.10241980022344689,0.10690589653934335,0.08266129546022426,0.01795664816005038,0.022400624969736053,1.2682678130727126e-07,55
stubborn_failure_magnitude,0.09821426509784646,0.10986596028967822,0.08611201821170086,0.0022961857687553433,0.007267128738623218,0.004715249256011256,41
Comp_Awareness_Limit,0.09409983259248228,0.09156898813980222,0.06286837842451502,0.0,0.009911897097749485,0.0,36
adaptive_learning_capacity,0.09250835221810753,0.17574717640760895,0.12119542107862191,0.11567410096306219,0.000998675013421004,0.017305045023362064,23
hard_challenge_efficiency,0.09033031149488335,0.061816983171457764,0.042355696719759674,0.08644884428060573,0.006774656469584179,2.1589176119460822e-07,53
Psych_Calculated_Risk_Growth,0.0903141499843507,0.124341251283313,0.08952256923424448,0.16610816057547506,0.0037477237414875893,0.0016097814040756395,40
hint_reliance_ratio,0.07919197386204856,0.11229178772044142,0.0794195188215038,0.019892851788427368,0.014206031192547439,0.0,43
Psych_Independent_Efficiency,0.07608999690635973,0.012481041264831875,0.00886342673812612,0.017596849798045433,0.001757942700647563,0.004294394074491192,45
HighOrd_Score_x_PCADuration,0.07268170635224953,0.030889610746541476,0.020930181649603082,0.0038995219102866407,0.006194637229564247,0.011566437889352953,10
learning_adaptability,0.06689912801378016,0.002500225522338461,0.002327684499425859,0.021542706396402433,0.0013577477542370097,1.8752224548378365e-05,47
grind_capacity,0.0659320383912834,0.09023949332203983,0.07079840544320158,0.06603598036462177,0.010681084729258218,4.3892357378912676e-08,57
Comp_GBA_AoL_Anchored,0.06080619745856184,0.12869028827225082,0.08718921775252787,0.13367023808375222,0.0020111412198827753,4.2228008634181944e-10,61
delayed_gratification_hint,0.06024392180517297,0.03659001466524829,0.027052981912363012,0.01658170523343694,0.010751593287978103,7.047283050400242e-08,56
contemplation_index,0.06020667313231597,0.008358610863966283,0.005020675596304644,0.010104401808297858,0.004712648712276171,0.07869926804634231,11
carefulness_index,0.05803336874122566,0.0343582583749926,0.023845748594694228,0.0,0.03601111707020606,0.0,46
exploration_efficiency,0.05719636855035934,0.05818676618197129,0.04109154744708941,0.0,0.025446044087120114,0.02486933580673156,20
reckless_action_index,0.05696215023933361,0.05753210725638413,0.04240605227917744,0.0,0.031665302150461996,0.03319531634801237,1
hint_dependency_gravity,0.05474676088507994,0.0716106254025739,0.05642300440951585,0.052620047586721785,0.013970947003355208,0.01930815024441694,1
star_efficiency,0.0526657008367392,0.02987922997875199,0.022859701495785142,0.04200221964510886,0.02746858247330595,0.0,1
Psych_Perfectionist_Drive,0.04887574644017899,0.028965991447918206,0.020200212353314432,0.0,0.005141183715434661,0.0,1
Mutant_Ego_Death,0.04654918420585246,0.07347682324022527,0.04976375257230279,0.016659253555673104,0.0025385983380916306,0.0006828646732223698,37
starlv_x_redo,0.04522524844691344,0.037105692235257906,0.02571947483882068,0.02213732295493509,0.010241145334332298,0.0,1
boldness_score,0.04520977567797839,0.053303247613099854,0.03762687124002255,0.12364798764625862,0.01611801926624208,0.0,1
ratio_hint_time,0.04494479142914567,0.02671079868353664,0.019572548263724555,0.050160367013367235,0.0231376827334325,0.02736424224260464,5
ratio_success_per_duration,0.04364073331261606,0.03991253237223706,0.02670696567279478,0.0,0.016292872660395852,0.00742656820640824,28
PCA_Hints,0.039927861844516375,0.011910193134844498,0.007756331399800266,0.052331511851682944,0.007340997560874871,0.0,1
calculated_risk_taking,0.03850478182765479,0.034297518988144045,0.027944761387260347,0.0,0.01196735152724758,0.0,1
PCA_Duration,0.03552941592300776,0.025938275923712513,0.01729470959689541,0.007345564399843685,0.006798074571805998,0.0,1
hyper_curiosity_index,0.03418623305119138,0.07006359072129902,0.04839643501313166,0.0,0.02787162724125415,0.023980214289187125,25
Psych_Adaptability,0.03290339907545896,0.030763549161748137,0.02315994501631367,0.0,0.007729392078014913,0.008049399014281535,44
frustration_breakdown_ratio,0.032670502875754986,0.04822814919496227,0.03874952776135177,0.03457998995269618,0.008840293161018208,0.04174812883078197,1
hint_reading_duration,0.03256935789836214,0.015021375747451679,0.009999063264504572,0.055011516448953746,0.009377193866690942,0.0,39
engagement_persistence,0.03190524702432874,0.02951012167992231,0.020393293537939925,0.0,0.001157341314895915,0.0,22
hint_effectiveness,0.030744883951687983,0.018325425697121187,0.011938236134979758,0.0,0.00109750354024509,0.04470588138132703,8
PCA_Dur_x_PCA_Hints,0.029529644041802344,0.033661997131944614,0.023586872765043308,0.012443684389884968,0.006188075291588085,5.705012729394447e-07,50
redo_conversion_rate,0.028225683827458062,0.0026830047729775263,0.0011268603959147584,0.015941236764541067,0.008493349264966563,5.8125333826628e-07,48
Psych_Deprivation_Fixation,0.026927067847967362,0.03503402716156344,0.024969005419783745,0.03959441298650379,0.00473150907983419,4.4721148807886135e-07,49
HighOrd_Star_x_Effort,0.025954019998408018,0.02274246110809975,0.01623727662002611,0.06356828726732155,0.00471220989311923,0.0,1
PCA_Dur_squared,0.023845204118760163,0.02840245671281812,0.019400836435122693,0.0,0.0015302860569348696,0.0,6
apathy_speed,0.023707673127431262,0.020851942912366722,0.016535941493238154,0.0,0.03135225897873746,0.04636580588379311,16
ratio_struggle_time,0.022002606341913016,0.005807215372373492,0.0016924903650051162,0.0,0.005895461525870629,0.0,13
hint_vs_skip_ratio,0.01828582810018396,0.025627054927559404,0.018772638131534344,0.0,0.016994226930714507,7.141126681706126e-08,52
HighOrd_Score_x_PCAStar,0.016443733897013306,0.008465051561066826,0.006073997327492215,0.01145531215221407,0.004813109038284003,0.0,34
PCA_Performance_Star,0.016362896761936724,0.016241908034753828,0.010834545888955412,0.0,0.011922818249010076,0.0,1
keypad_dominance,0.016182995259420786,0.04824967600017256,0.03617952617574582,0.004447533931057901,0.01884850438717826,0.0,42
inter_sweet_victory,0.015552178125999785,0.004560597466876475,0.003476858569204319,0.0,0.010359961454196329,0.0,18
Psych_Flow_Stamina,0.014767796099440877,0.0019705751026657505,0.0013283455577201122,0.017026199027077027,0.03577980822177359,0.0,1
Feat_Cognitive_Waste,0.014609497287070184,0.02805232611142114,0.019014870709858446,0.0,0.031802901906761584,0.09483693997885186,1
Psych_Adaptability_Log,0.013949243468125315,0.03052886347672034,0.023003904190850515,0.0,0.011794295741035157,0.03680552863489927,35
Psych_Learned_Helplessness,0.013766678730644596,0.010763596006645296,0.008360360258834605,0.021674444013263905,0.01356366446891768,0.0,17
Psych_Impulsive_Quit,0.013172916625267584,0.021637839972362998,0.014749484291880392,0.03422100968357755,0.009571110997721588,0.0,27
inter_ambition_vs_reality,0.010856150648586261,0.04936479796118885,0.035900215095764305,0.06639224798100107,0.02410091748773541,0.0,15
tuas_dominance,0.010264583796997176,0.01734491763381565,0.012287387048497708,0.0,0.031583876036454156,0.00536429676488028,33
hesitation_penalty,0.008585377574714965,0.015258798525079742,0.012053566388207482,0.0,0.025288347202311216,0.0,2
inter_hint_x_skip,0.006857199796791131,0.024104672451245764,0.01927065543289875,0.0,0.013501218766372359,0.026179867298879278,19
time_diff_end_vs_start,0.005888973605310852,0.016399393152620755,0.010391809374580004,0.032358253406019166,0.012797648067280993,0.0,12
inter_strategic_retreat,0.0030421747661740083,0.014367302288584226,0.009848423049636514,0.005283892819379243,0.014033298942539851,0.06237566473837271,3
time_diff_max_vs_avg,0.0027018944124374807,0.009279456955711123,0.006506619699362545,0.0,0.025105400220611043,0.009632851415412626,31
ratio_hint_per_star,0.0014786143021208481,0.022446499896863325,0.016457754138301767,0.0,0.01664240745014819,0.07697675874091231,1
time_diff_phase3_vs_phase1,8.9222819001532e-05,0.003482896010829098,0.002433859299265874,0.020765500871385623,0.019763800913821628,0.0,38
