Feature,Pearson,Spearman,Kendall,MutualInfo,RF_Importance,Lasso_Coef,RFE_Rank
sum_weighted_score,0.32585752960792824,0.3491828906863425,0.2473259038133007,0.0653587213870166,0.11361685183744795,0.03372758184499599,1
Mutant_Omega_Curiosity,0.29350288372675637,0.28393699942863443,0.19802042512552628,0.05234932983258345,0.0024008523791605686,0.0,1
Feat_Resilient_Explorer,0.2876893346031903,0.2949349661257378,0.20823042724527488,0.041124424140438265,0.003736371665389276,4.723784674572766e-07,51
inter_obsessive_correction,0.2825839297415731,0.29634750788133823,0.208145934656759,0.024612658848456537,0.0039067744258048445,1.8300954102153737e-07,53
inter_exploratory_brilliance,0.27498497066351,0.27676366041499306,0.19707960955698933,0.07584222868908519,0.010067050086221387,0.08364098276893914,1
Psych_Calculated_Risk,0.26744296823055647,0.274120440110464,0.19265076469352488,0.08254891768980377,0.0025661286966447193,0.018746807491176177,16
struggle_ratio,0.22370292625888302,0.224440001668027,0.1755325808846262,0.011765937622684852,0.018549106124737234,0.07726013960227751,12
score_velocity,0.21645477663945914,0.2614954699817056,0.18364815489213976,0.06780438747665407,0.004625238878296853,0.0,18
humility_challenging,0.20694495755711417,0.17560793526600002,0.13594129639277525,0.09205044484968372,0.0073226098209901455,4.819435236352919e-10,61
Feat_Strategic_Growth,0.20153273284070106,0.23257322065513034,0.16466388967585996,0.06837712067998458,0.015527433878509545,0.0,13
Comp_Joyous_Exploration,0.19555207342215178,0.21857419002483802,0.15387922802293702,0.05513216782859631,0.002213365896006058,0.0,1
ratio_redo_success,0.19228639200925782,0.1930230385318761,0.13881800375956221,0.05582229220979107,0.022082527146893283,0.10169909015788126,4
Comp_Awareness_Limit,0.18620046687345923,0.15749614739472775,0.11061559149370244,0.02419246427675681,0.011749473282344838,2.1014591891113927e-08,56
inter_cowardice_penalty,0.15380086230484133,0.24696957563859956,0.17371140806878393,0.03866796648012549,0.005345830890025759,0.0,8
adaptive_learning_capacity,0.15110225584167478,0.270482817702974,0.18958811536642925,0.057426636419901644,0.013368964820312907,0.0,7
Feat_Ego_vs_Capacity,0.1425761225089244,0.23629059034791333,0.1661691166992808,0.0028145814748175013,0.002927844357268122,1.4156231640255374e-08,59
carefulness_index,0.14135609584128841,0.12154432929050259,0.08486269728478459,0.0,0.012541354664004136,0.0,36
hint_reliance_ratio,0.14035668128940265,0.13900048472270826,0.10017956880151291,0.013408373985215327,0.009063213305187768,0.018681506947501265,14
ratio_score_per_hint,0.13821605329701103,0.22418295491942494,0.15730734661340628,0.03457619544429491,0.006656675333133907,0.017502719029732054,46
Mutant_AoL_Resilience,0.130398361308195,0.3002316649742551,0.20958006680421717,0.047843778794533165,0.022068488459016437,0.0,5
grind_capacity,0.12967582346603718,0.1926149074306442,0.1550431008171189,0.050578700130631926,0.018206386162491324,9.266204963909993e-08,57
boldness_score,0.12883770249767423,0.13726035263477138,0.0992000859482855,0.05569013860117211,0.006541165701101556,0.0024548081401123334,25
ratio_hint_time,0.1280991368758072,0.12058134652460972,0.0853417769022062,0.0014005748750185454,0.007218189288436158,0.006127607572028233,28
hint_reading_duration,0.11866603570929574,0.10858782288031642,0.0777360617357476,0.02245251303529683,0.0007308845650966782,0.0,30
Comp_GBA_DS_Anchored,0.11833278538664861,0.12810684340597012,0.08852174394582214,0.0,0.005883280922666806,6.217177160127761e-08,55
stubbornness_index,0.11244867029884378,0.2022653508099971,0.16280529269711558,0.051222639791869806,0.002366650702678803,0.0001887631143248601,44
inter_ambition_vs_reality,0.11118687284287902,0.11654707781206344,0.08484128756914329,0.022081755197240316,0.013229758761485657,0.07744133350179717,1
